"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2015 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2015 JIF,Eigenfactor
"MOLECULAR CELL","MOL CELL","1097-2765","1097-4164","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","13.958","0.193",
"NANO LETTERS","NANO LETT","1530-6984","1530-6992","CHEMISTRY, MULTIDISCIPLINARY - SCIE","13.779","0.367",
"NANO LETTERS","NANO LETT","1530-6984","1530-6992","CHEMISTRY, PHYSICAL - SCIE","13.779","0.367",
"MOLECULAR BIOLOGY AND EVOLUTION","MOL BIOL EVOL","0737-4038","1537-1719","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","13.649","0.103",
"Annual Review of Physical Chemistry","ANNU REV PHYS CHEM","0066-426X","1545-1593","CHEMISTRY, PHYSICAL - SCIE","13.527","0.014",
"NATURE STRUCTURAL & MOLECULAR BIOLOGY","NAT STRUCT MOL BIOL","1545-9993","1545-9985","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","13.338","0.104",
"ACS Nano","ACS NANO","1936-0851","1936-086X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","13.334","0.357",
"ACS Nano","ACS NANO","1936-0851","1936-086X","CHEMISTRY, PHYSICAL - SCIE","13.334","0.357",
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","1359-4184","1476-5578","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","13.314","0.044",
"Nano Today","NANO TODAY","1748-0132","1878-044X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","13.157","0.015",
"JOURNAL OF THE AMERICAN CHEMICAL SOCIETY","J AM CHEM SOC","0002-7863","1520-5126","CHEMISTRY, MULTIDISCIPLINARY - SCIE","13.038","0.795",
"COORDINATION CHEMISTRY REVIEWS","COORDIN CHEM REV","0010-8545","1873-3840","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","12.994","0.036",
"TRENDS IN BIOCHEMICAL SCIENCES","TRENDS BIOCHEM SCI","0968-0004","1362-4326","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","12.81","0.032",
"Nature Chemical Biology","NAT CHEM BIOL","1552-4450","1552-4469","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","12.709","0.061",
"Advances in Organometallic Chemistry","ADV ORGANOMET CHEM","0065-3055","2162-7614","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","12.625","0.001",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS","J PHOTOCH PHOTOBIO C","1389-5567","1873-2739","CHEMISTRY, PHYSICAL - SCIE","12.162","0.004",
"LEUKEMIA","LEUKEMIA","0887-6924","1476-5551","ONCOLOGY - SCIE","12.104","0.063",
"ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","ANGEW CHEM INT EDIT","1433-7851","1521-3773","CHEMISTRY, MULTIDISCIPLINARY - SCIE","11.709","0.551",
"Nano Energy","NANO ENERGY","2211-2855","2211-3282","CHEMISTRY, PHYSICAL - SCIE","11.553","0.018",
"ADVANCED FUNCTIONAL MATERIALS","ADV FUNCT MATER","1616-301X","1616-3028","CHEMISTRY, MULTIDISCIPLINARY - SCIE","11.382","0.142",
"ADVANCED FUNCTIONAL MATERIALS","ADV FUNCT MATER","1616-301X","1616-3028","CHEMISTRY, PHYSICAL - SCIE","11.382","0.142",
"JNCI-Journal of the National Cancer Institute","JNCI-J NATL CANCER I","0027-8874","1460-2105","ONCOLOGY - SCIE","11.37","0.063",
"GENOME RESEARCH","GENOME RES","1088-9051","1549-5469","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","11.351","0.124",
"PROGRESS IN LIPID RESEARCH","PROG LIPID RES","0163-7827","1873-2194","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","11.238","0.008",
"NATURAL PRODUCT REPORTS","NAT PROD REP","0265-0568","1460-4752","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","10.986","0.018",
"NATURAL PRODUCT REPORTS","NAT PROD REP","0265-0568","1460-4752","CHEMISTRY, MEDICINAL - SCIE","10.986","0.018",
"MOLECULAR ASPECTS OF MEDICINE","MOL ASPECTS MED","0098-2997","1872-9452","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","10.86","0.011",
"BIOLOGICAL REVIEWS","BIOL REV","1464-7931","1469-185X","BIOLOGY - SCIE","10.725","0.019",
"Molecular Systems Biology","MOL SYST BIOL","1744-4292","1744-4292","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","10.581","0.036",
"Wiley Interdisciplinary Reviews-Computational Molecular Science","WIRES COMPUT MOL SCI","1759-0876","1759-0884","CHEMISTRY, MULTIDISCIPLINARY - SCIE","10.234","0.012",
"SEMINARS IN CANCER BIOLOGY","SEMIN CANCER BIOL","1044-579X","1096-3650","ONCOLOGY - SCIE","9.955","0.013",
"Nature Protocols","NAT PROTOC","1754-2189","1750-2799","BIOCHEMICAL RESEARCH METHODS - SCIE","9.646","0.069",
"EMBO JOURNAL","EMBO J","0261-4189","1460-2075","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","9.643","0.107",
"TRENDS IN MICROBIOLOGY","TRENDS MICROBIOL","0966-842X","1878-4380","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","9.5","0.02",
"CHEMISTRY OF MATERIALS","CHEM MATER","0897-4756","1520-5002","CHEMISTRY, PHYSICAL - SCIE","9.407","0.127",
"ACS Catalysis","ACS CATAL","2155-5435","2155-5435","CHEMISTRY, PHYSICAL - SCIE","9.307","0.052",
"TRENDS IN MOLECULAR MEDICINE","TRENDS MOL MED","1471-4914","1471-499X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","9.292","0.02",
"ANNALS OF ONCOLOGY","ANN ONCOL","0923-7534","1569-8041","ONCOLOGY - SCIE","9.269","0.094",
"NUCLEIC ACIDS RESEARCH","NUCLEIC ACIDS RES","0305-1048","1362-4962","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","9.202","0.364",
"Chemical Science","CHEM SCI","2041-6520","2041-6539","CHEMISTRY, MULTIDISCIPLINARY - SCIE","9.144","0.089",
"MEDICINAL RESEARCH REVIEWS","MED RES REV","0198-6325","1098-1128","CHEMISTRY, MEDICINAL - SCIE","9.135","0.005",
"Materials Horizons","MATER HORIZ","2051-6347","2051-6355","CHEMISTRY, MULTIDISCIPLINARY - SCIE","9.095","0.003",
"CURRENT BIOLOGY","CURR BIOL","0960-9822","1879-0445","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","8.983","0.142",
"Nano Research","NANO RES","1998-0124","1998-0000","CHEMISTRY, PHYSICAL - SCIE","8.893","0.02",
"CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY","CRIT REV BIOCHEM MOL","1040-9238","1549-7798","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","8.867","0.008",
"CLINICAL CANCER RESEARCH","CLIN CANCER RES","1078-0432","1557-3265","ONCOLOGY - SCIE","8.738","0.153",
"PLOS BIOLOGY","PLOS BIOL","1545-7885","1545-7885","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","8.668","0.079",
"PLOS BIOLOGY","PLOS BIOL","1545-7885","1545-7885","BIOLOGY - SCIE","8.668","0.079",
"Physics of Life Reviews","PHYS LIFE REV","1571-0645","1873-1457","BIOLOGY - SCIE","8.615","0.003",
"CANCER RESEARCH","CANCER RES","0008-5472","1538-7445","ONCOLOGY - SCIE","8.556","0.181",
"Journal of Physical Chemistry Letters","J PHYS CHEM LETT","1948-7185","N/A","CHEMISTRY, PHYSICAL - SCIE","8.539","0.119",
"PLANT CELL","PLANT CELL","1040-4651","1532-298X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","8.538","0.075",
"GREEN CHEMISTRY","GREEN CHEM","1463-9262","1463-9270","CHEMISTRY, MULTIDISCIPLINARY - SCIE","8.506","0.053",
"BRIEFINGS IN BIOINFORMATICS","BRIEF BIOINFORM","1467-5463","1477-4054","BIOCHEMICAL RESEARCH METHODS - SCIE","8.399","0.014",
"APPLIED CATALYSIS B-ENVIRONMENTAL","APPL CATAL B-ENVIRON","0926-3373","1873-3883","CHEMISTRY, PHYSICAL - SCIE","8.328","0.057",
"Small","SMALL","1613-6810","1613-6829","CHEMISTRY, MULTIDISCIPLINARY - SCIE","8.315","0.077",
"Small","SMALL","1613-6810","1613-6829","CHEMISTRY, PHYSICAL - SCIE","8.315","0.077",
"CURRENT OPINION IN BIOTECHNOLOGY","CURR OPIN BIOTECH","0958-1669","1879-0429","BIOCHEMICAL RESEARCH METHODS - SCIE","8.314","0.026",
"eLife","ELIFE","2050-084X","2050-084X","BIOLOGY - SCIE","8.282","0.068",
"Journal of Materials Chemistry A","J MATER CHEM A","2050-7488","2050-7496","CHEMISTRY, PHYSICAL - SCIE","8.262","0.109",
"CELL DEATH AND DIFFERENTIATION","CELL DEATH DIFFER","1350-9047","1476-5403","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","8.218","0.036",
"Annual Review of Analytical Chemistry","ANNU REV ANAL CHEM","1936-1327","1936-1335","CHEMISTRY, ANALYTICAL - SCIE","8","0.005",
"CANCER TREATMENT REVIEWS","CANCER TREAT REV","0305-7372","1532-1967","ONCOLOGY - SCIE","7.983","0.015",
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.932","0.094",
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","ONCOLOGY - SCIE","7.932","0.094",
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","0304-419X","1879-2561","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.841","0.011",
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","0304-419X","1879-2561","ONCOLOGY - SCIE","7.841","0.011",
"JACC-Cardiovascular Imaging","JACC-CARDIOVASC IMAG","1936-878X","1876-7591","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7.815","0.024",
"ADVANCES IN COLLOID AND INTERFACE SCIENCE","ADV COLLOID INTERFAC","0001-8686","1873-3727","CHEMISTRY, PHYSICAL - SCIE","7.813","0.014",
"Nanoscale","NANOSCALE","2040-3364","2040-3372","CHEMISTRY, MULTIDISCIPLINARY - SCIE","7.76","0.146",
"EMBO REPORTS","EMBO REP","1469-221X","1469-3178","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.739","0.03",
"OncoImmunology","ONCOIMMUNOLOGY","2162-402X","2162-402X","ONCOLOGY - SCIE","7.644","0.012",
"CURRENT OPINION IN CHEMICAL BIOLOGY","CURR OPIN CHEM BIOL","1367-5931","1879-0402","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.643","0.023",
"PROGRESS IN SURFACE SCIENCE","PROG SURF SCI","0079-6816","1878-4240","CHEMISTRY, PHYSICAL - SCIE","7.579","0.002",
"CATALYSIS REVIEWS-SCIENCE AND ENGINEERING","CATAL REV","0161-4940","1520-5703","CHEMISTRY, PHYSICAL - SCIE","7.526","0.002",
"TRAC-TRENDS IN ANALYTICAL CHEMISTRY","TRAC-TREND ANAL CHEM","0165-9936","1879-3142","CHEMISTRY, ANALYTICAL - SCIE","7.487","0.018",
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","0956-5663","1873-4235","CHEMISTRY, ANALYTICAL - SCIE","7.476","0.061",
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","0168-3659","1873-4995","CHEMISTRY, MULTIDISCIPLINARY - SCIE","7.441","0.057",
"JOURNAL OF PATHOLOGY","J PATHOL","0022-3417","1096-9896","ONCOLOGY - SCIE","7.381","0.031",
"NEURO-ONCOLOGY","NEURO-ONCOLOGY","1522-8517","1523-5866","ONCOLOGY - SCIE","7.371","0.025",
"Science Signaling","SCI SIGNAL","1945-0877","1937-9145","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.359","0.044",
"JOURNAL OF CATALYSIS","J CATAL","0021-9517","1090-2694","CHEMISTRY, PHYSICAL - SCIE","7.354","0.034",
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY","PROG NUCL MAG RES SP","0079-6565","1873-3301","CHEMISTRY, PHYSICAL - SCIE","7.231","0.004",
"Molecular Plant","MOL PLANT","1674-2052","1752-9867","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.142","0.018",
"ChemSusChem","CHEMSUSCHEM","1864-5631","1864-564X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","7.116","0.037",
"ANTIOXIDANTS & REDOX SIGNALING","ANTIOXID REDOX SIGN","1523-0864","1557-7716","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.093","0.045",
"BMC BIOLOGY","BMC BIOL","1741-7007","1741-7007","BIOLOGY - SCIE","6.967","0.016",
"RADIOLOGY","RADIOLOGY","0033-8419","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6.798","0.072",
"CURRENT OPINION IN STRUCTURAL BIOLOGY","CURR OPIN STRUC BIOL","0959-440X","1879-033X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.713","0.026",
"Cancer Immunology Research","CANCER IMMUNOL RES","2326-6066","2326-6074","ONCOLOGY - SCIE","6.665","0.008",
"CYTOKINE & GROWTH FACTOR REVIEWS","CYTOKINE GROWTH F R","1359-6101","1879-0305","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.571","0.008",
"CHEMICAL COMMUNICATIONS","CHEM COMMUN","1359-7345","1364-548X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.567","0.368",
"ADVANCED SYNTHESIS & CATALYSIS","ADV SYNTH CATAL","1615-4150","1615-4169","CHEMISTRY, APPLIED - SCIE","6.453","0.042",
"PROGRESS IN SOLID STATE CHEMISTRY","PROG SOLID STATE CH","0079-6786","1873-1643","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","6.45","0.001",
"JOURNAL OF POWER SOURCES","J POWER SOURCES","0378-7753","1873-2755","CHEMISTRY, PHYSICAL - SCIE","6.333","0.133",
"Journal of Hematology & Oncology","J HEMATOL ONCOL","1756-8722","1756-8722","ONCOLOGY - SCIE","6.263","0.007",
"Redox Biology","REDOX BIOL","2213-2317","2213-2317","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.235","0.005",
"CURRENT OPINION IN COLLOID & INTERFACE SCIENCE","CURR OPIN COLLOID IN","1359-0294","1879-0399","CHEMISTRY, PHYSICAL - SCIE","6.234","0.009",
"CARBON","CARBON","0008-6223","1873-3891","CHEMISTRY, PHYSICAL - SCIE","6.198","0.08",
"EUROPEAN JOURNAL OF CANCER","EUR J CANCER","0959-8049","1879-0852","ONCOLOGY - SCIE","6.163","0.053",
"INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY","INT REV PHYS CHEM","0144-235X","1366-591X","CHEMISTRY, PHYSICAL - SCIE","6.094","0.002",
"ACS Synthetic Biology","ACS SYNTH BIOL","2161-5063","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","6.076","0.007",
"Advanced Science","ADV SCI","2198-3844","2198-3844","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6","0",
"CANCER LETTERS","CANCER LETT","0304-3835","1872-7980","ONCOLOGY - SCIE","5.992","0.038",
"HUMAN MOLECULAR GENETICS","HUM MOL GENET","0964-6906","1460-2083","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.985","0.095",
"SURFACE SCIENCE REPORTS","SURF SCI REP","0167-5729","1879-274X","CHEMISTRY, PHYSICAL - SCIE","5.95","0.004",
"MOLECULAR ECOLOGY","MOL ECOL","0962-1083","1365-294X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.947","0.064",
"MOLECULAR & CELLULAR PROTEOMICS","MOL CELL PROTEOMICS","1535-9476","1535-9484","BIOCHEMICAL RESEARCH METHODS - SCIE","5.912","0.053",
"STEM CELLS","STEM CELLS","1066-5099","1549-4918","ONCOLOGY - SCIE","5.902","0.04",
"Environmental Science-Nano","ENVIRON SCI-NANO","2051-8153","2051-8161","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.896","0.001",
"Molecular Cancer","MOL CANCER","1476-4598","1476-4598","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.888","0.022",
"Molecular Cancer","MOL CANCER","1476-4598","1476-4598","ONCOLOGY - SCIE","5.888","0.022",
"ANALYTICAL CHEMISTRY","ANAL CHEM","0003-2700","1520-6882","CHEMISTRY, ANALYTICAL - SCIE","5.886","0.159",
"JOURNAL OF NUCLEAR MEDICINE","J NUCL MED","0161-5505","1535-5667","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.849","0.039",
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","PHILOS T R SOC B","0962-8436","1471-2970","BIOLOGY - SCIE","5.847","0.079",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, ANALYTICAL - SCIE","5.824","0.001",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, APPLIED - SCIE","5.824","0.001",
"FREE RADICAL BIOLOGY AND MEDICINE","FREE RADICAL BIO MED","0891-5849","1873-4596","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.784","0.048",
"CHEMISTRY & BIOLOGY","CHEM BIOL","1074-5521","1879-1301","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.774","0.028",
"CHEMISTRY-A EUROPEAN JOURNAL","CHEM-EUR J","0947-6539","1521-3765","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.771","0.198",
"Circulation-Cardiovascular Imaging","CIRC-CARDIOVASC IMAG","1941-9651","1942-0080","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.771","0.019",
"BIOINFORMATICS","BIOINFORMATICS","1367-4803","1367-4811","BIOCHEMICAL RESEARCH METHODS - SCIE","5.766","0.184",
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.752","0.012",
"EXPERT REVIEWS IN MOLECULAR MEDICINE","EXPERT REV MOL MED","1462-3994","1462-3994","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.71","0.004",
"CELLULAR AND MOLECULAR LIFE SCIENCES","CELL MOL LIFE SCI","1420-682X","1420-9071","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.694","0.044",
"CANCER","CANCER-AM CANCER SOC","0008-543X","1097-0142","ONCOLOGY - SCIE","5.649","0.088",
"JOURNAL OF MEDICINAL CHEMISTRY","J MED CHEM","0022-2623","1520-4804","CHEMISTRY, MEDICINAL - SCIE","5.589","0.088",
"LAB ON A CHIP","LAB CHIP","1473-0197","1473-0189","BIOCHEMICAL RESEARCH METHODS - SCIE","5.586","0.056",
"LAB ON A CHIP","LAB CHIP","1473-0197","1473-0189","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.586","0.056",
"BIOMACROMOLECULES","BIOMACROMOLECULES","1525-7797","1526-4602","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.583","0.052",
"MOLECULAR CANCER THERAPEUTICS","MOL CANCER THER","1535-7163","1538-8514","ONCOLOGY - SCIE","5.579","0.039",
"BRITISH JOURNAL OF CANCER","BRIT J CANCER","0007-0920","1532-1827","ONCOLOGY - SCIE","5.569","0.079",
"EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","EUR J NUCL MED MOL I","1619-7070","1619-7089","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.537","0.026",
"INTERNATIONAL JOURNAL OF CANCER","INT J CANCER","0020-7136","1097-0215","ONCOLOGY - SCIE","5.531","0.081",
"NEUROIMAGE","NEUROIMAGE","1053-8119","1095-9572","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.463","0.18",
"Biochimica et Biophysica Acta-Gene Regulatory Mechanisms","BBA-GENE REGUL MECH","1874-9399","1876-4320","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.373","0.02",
"Molecular Oncology","MOL ONCOL","1574-7891","1878-0261","ONCOLOGY - SCIE","5.367","0.01",
"CURRENT OPINION IN LIPIDOLOGY","CURR OPIN LIPIDOL","0957-9672","1473-6535","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.336","0.008",
"Reviews of Physiology Biochemistry and Pharmacology","REV PHYSIOL BIOCH P","0303-4240","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.333","0.001",
"CANCER AND METASTASIS REVIEWS","CANCER METAST REV","0167-7659","1573-7233","ONCOLOGY - SCIE","5.316","0.008",
"IUCrJ","IUCRJ","2052-2525","2052-2525","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.316","0.002",
"Journal of Chemical Theory and Computation","J CHEM THEORY COMPUT","1549-9618","1549-9626","CHEMISTRY, PHYSICAL - SCIE","5.301","0.063",
"FASEB JOURNAL","FASEB J","0892-6638","1530-6860","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.299","0.064",
"FASEB JOURNAL","FASEB J","0892-6638","1530-6860","BIOLOGY - SCIE","5.299","0.064",
"Molecular Ecology Resources","MOL ECOL RESOUR","1755-098X","1755-0998","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.298","0.025",
"Catalysis Science & Technology","CATAL SCI TECHNOL","2044-4753","2044-4761","CHEMISTRY, PHYSICAL - SCIE","5.287","0.024",
"ACS Sustainable Chemistry & Engineering","ACS SUSTAIN CHEM ENG","2168-0485","2168-0485","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.267","0.009",
"STRUCTURE","STRUCTURE","0969-2126","1878-4186","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.237","0.043",
"Annual Review of Chemical and Biomolecular Engineering","ANNU REV CHEM BIOMOL","1947-5438","1947-5446","CHEMISTRY, APPLIED - SCIE","5.211","0.005",
"BREAST CANCER RESEARCH","BREAST CANCER RES","1465-542X","1465-542X","ONCOLOGY - SCIE","5.211","0.027",
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","1226-3613","2092-6413","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.164","0.006",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE","BBA-MOL BASIS DIS","0925-4439","1879-260X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.158","0.025",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH","BBA-MOL CELL RES","0167-4889","1879-2596","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.128","0.034",
"ACS Chemical Biology","ACS CHEM BIOL","1554-8929","1554-8937","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.09","0.034",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.083","0.026",
"Journal of Thoracic Oncology","J THORAC ONCOL","1556-0864","1556-1380","ONCOLOGY - SCIE","5.04","0.035",
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","ONCOLOGY - SCIE","5.039","0.011",
"Oncogenesis","ONCOGENESIS","2157-9024","2157-9024","ONCOLOGY - SCIE","5.021","0.003",
"Oncotarget","ONCOTARGET","1949-2553","1949-2553","ONCOLOGY - SCIE","5.008","0.031",
"QUARTERLY REVIEW OF BIOLOGY","Q REV BIOL","0033-5770","1539-7718","BIOLOGY - SCIE","5","0.003",
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","1065-9471","1097-0193","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.962","0.04",
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.887","0.012",
"CARCINOGENESIS","CARCINOGENESIS","0143-3334","1460-2180","ONCOLOGY - SCIE","4.874","0.034",
